Rank,Club,Country,Level,Elo,From,To
1,Barcelona,ESP,1,2070.76269531,2011-07-29,2011-08-04
2,Real Madrid,ESP,1,2002.39245605,2011-07-29,2011-08-04
3,Porto,POR,1,1959.8737793,2011-07-29,2011-08-03
4,Man United,ENG,1,1947.59838867,2011-07-29,2011-08-04
5,Bayern,GER,1,1883.56469727,2011-07-29,2011-08-04
6,Chelsea,ENG,1,1879.3828125,2011-07-29,2011-08-04
7,Dortmund,GER,1,1845.38000488,2011-07-29,2011-08-04
8,Arsenal,ENG,1,1832.33312988,2011-07-29,2011-08-04
9,Valencia,ESP,1,1818.78820801,2011-07-29,2011-08-04
10,Benfica,POR,1,1810.91210938,2011-07-29,2011-08-03
11,Man City,ENG,1,1808.6361084,2011-07-29,2011-08-04
12,Leverkusen,GER,1,1803.66015625,2011-08-01,2011-08-03
13,CSKA Moskva,RUS,1,1802.09008789,2011-08-01,2011-08-03
14,Tottenham,ENG,1,1799.38452148,2011-08-01,2011-08-04
15,Shakhtar,UKR,1,1796.32727051,2011-08-01,2011-08-03
16,Marseille,FRA,1,1793.78234863,2011-07-29,2011-08-04
17,Liverpool,ENG,1,1790.42150879,2011-07-29,2011-08-04
18,Inter,ITA,1,1789.11352539,2011-07-29,2011-08-04
19,Milan,ITA,1,1786.98510742,2011-07-29,2011-08-03
20,Zenit,RUS,1,1785.25756836,2011-08-01,2011-08-03
21,Lille,FRA,1,1783.46984863,2011-08-01,2011-08-04
22,Villarreal,ESP,1,1776.99206543,2011-07-29,2011-08-04
23,Everton,ENG,1,1766.40332031,2011-07-29,2011-08-04
24,Lyon,FRA,1,1759.5925293,2011-07-29,2011-08-04
25,Sevilla,ESP,1,1753.29882812,2011-07-29,2011-08-04
26,Schalke,GER,1,1745.75012207,2011-07-29,2011-08-04
27,Atletico,ESP,1,1743.78430176,2011-07-29,2011-08-04
28,Ajax,NED,1,1737.56665039,2011-07-29,2011-08-03
29,Stuttgart,GER,1,1734.50793457,2011-07-31,2011-08-04
30,Fulham,ENG,1,1732.48535156,2011-07-31,2011-08-04
31,Bilbao,ESP,1,1732.42541504,2011-07-31,2011-08-04
32,Mainz,GER,1,1731.35839844,2011-07-31,2011-08-04
33,Braga,POR,1,1730.04748535,2011-07-31,2011-08-03
34,Werder,GER,1,1727.67797852,2011-07-31,2011-08-04
35,Hannover,GER,1,1719.08215332,2011-07-31,2011-08-04
36,PSV,NED,1,1718.27404785,2011-07-31,2011-08-03
37,Dynamo Kyiv,UKR,1,1716.82421875,2011-07-31,2011-08-03
38,Aston Villa,ENG,1,1714.90991211,2011-07-31,2011-08-04
39,Rubin Kazan,RUS,1,1711.97827148,2011-07-31,2011-08-03
40,Twente,NED,1,1707.94299316,2011-07-29,2011-08-03
