Rank,Club,Country,Level,Elo,From,To
1,Man United,ENG,1,1995.69995117,2009-07-31,2009-08-06
2,Liverpool,ENG,1,1979.61682129,2009-07-31,2009-08-06
3,Chelsea,ENG,1,1976.31420898,2009-07-31,2009-08-06
4,Barcelona,ESP,1,1972.20227051,2009-07-31,2009-08-06
5,Arsenal,ENG,1,1894.91003418,2009-07-31,2009-08-06
6,Inter,ITA,1,1860.10302734,2009-07-31,2009-08-06
7,Real Madrid,ESP,1,1851.96179199,2009-07-31,2009-08-06
8,Bayern,GER,1,1845.56945801,2009-07-31,2009-08-06
9,Dynamo Kyiv,UKR,1,1836.85546875,2009-07-31,2009-08-01
10,Sevilla,ESP,1,1834.87036133,2009-07-31,2009-08-05
11,Atletico,ESP,1,1833.00341797,2009-07-31,2009-08-06
12,Juventus,ITA,1,1829.82434082,2009-07-31,2009-08-04
13,Porto,POR,1,1828.99243164,2009-07-31,2009-08-04
14,Everton,ENG,1,1826.21105957,2009-07-31,2009-08-06
15,Shakhtar,UKR,1,1824.41418457,2009-07-31,2009-08-01
16,Milan,ITA,1,1819.16723633,2009-07-31,2009-08-01
17,Villarreal,ESP,1,1806.88916016,2009-07-31,2009-08-05
18,Wolfsburg,GER,1,1801.05200195,2009-07-31,2009-08-05
19,Bordeaux,FRA,1,1796.45617676,2009-07-31,2009-08-06
20,Roma,ITA,1,1784.09594727,2009-07-31,2009-08-06
21,Lyon,FRA,1,1782.2791748,2009-07-31,2009-08-06
22,Marseille,FRA,1,1774.93005371,2009-07-31,2009-08-06
23,Mallorca,ESP,1,1771.8404541,2009-07-31,2009-08-06
24,Valencia,ESP,1,1766.98193359,2009-07-31,2009-08-06
25,Stuttgart,GER,1,1766.27807617,2009-07-31,2009-08-06
26,Aston Villa,ENG,1,1748.02075195,2009-07-31,2009-08-06
27,Fiorentina,ITA,1,1744.60449219,2009-07-31,2009-08-06
28,Tottenham,ENG,1,1742.99755859,2009-07-31,2009-08-06
29,Hamburg,GER,1,1738.16455078,2009-07-31,2009-08-06
30,Espanyol,ESP,1,1736.51855469,2009-07-31,2009-08-06
31,Werder,GER,1,1736.41027832,2009-07-31,2009-08-06
32,Fulham,ENG,1,1733.80603027,2009-07-31,2009-08-06
33,Dortmund,GER,1,1729.84216309,2009-07-31,2009-08-04
34,Depor,ESP,1,1727.06616211,2009-07-31,2009-08-04
35,Zaragoza,ESP,1,1722.9251709,2009-07-31,2009-08-04
36,Santander,ESP,1,1722.38464355,2009-07-31,2009-08-04
37,Udinese,ITA,1,1719.73352051,2009-07-31,2009-08-04
38,Man City,ENG,1,1718.50231934,2009-07-31,2009-08-04
39,Sporting,POR,1,1717.92407227,2009-07-31,2009-08-04
40,West Ham,ENG,1,1717.37658691,2009-07-31,2009-08-01
41,Lille,FRA,1,1716.70581055,2009-07-31,2009-08-01
42,Schalke,GER,1,1714.28979492,2009-07-31,2009-08-01
43,Genoa,ITA,1,1713.73791504,2009-07-31,2009-08-01
44,Osasuna,ESP,1,1713.32885742,2009-07-31,2009-08-01
45,CSKA Moskva,RUS,1,1713.04125977,2009-07-31,2009-08-01
46,Toulouse,FRA,1,1705.57519531,2009-07-31,2009-08-06
47,Getafe,ESP,1,1705.23486328,2009-07-31,2009-08-06
48,Rennes,FRA,1,1701.38989258,2009-07-31,2009-08-06
49,Betis,ESP,2,1700.12963867,2009-07-31,2009-08-06
50,Paris SG,FRA,1,1697.4765625,2009-07-31,2009-08-06
51,Blackburn,ENG,1,1693.78515625,2009-07-31,2009-08-06
52,Malaga,ESP,1,1690.80615234,2009-07-31,2009-08-04
53,Almeria,ESP,1,1689.83911133,2009-07-31,2009-08-04
