Rank,Club,Country,Level,Elo,From,To
1,Man United,ENG,1,2028.17956543,2008-08-01,2008-08-13
2,Chelsea,ENG,1,2017.49475098,2008-08-01,2008-08-13
3,Liverpool,ENG,1,1961.07629395,2008-08-01,2008-08-13
4,Arsenal,ENG,1,1943.64953613,2008-08-01,2008-08-13
5,Real Madrid,ESP,1,1933.16711426,2008-05-19,2008-08-13
6,Villarreal,ESP,1,1894.02770996,2008-05-19,2008-08-12
7,Inter,ITA,1,1893.94946289,2008-05-19,2008-08-12
8,Barcelona,ESP,1,1892.29309082,2008-05-19,2008-08-13
9,Sevilla,ESP,1,1887.80285645,2008-05-19,2008-08-13
10,Roma,ITA,1,1870.59484863,2008-05-19,2008-08-12
11,Everton,ENG,1,1849.53601074,2008-08-01,2008-08-13
12,Mallorca,ESP,1,1828.28234863,2008-05-19,2008-08-13
13,Juventus,ITA,1,1826.49169922,2008-05-18,2008-08-12
14,Milan,ITA,1,1823.23901367,2008-05-19,2008-08-12
15,Atletico,ESP,1,1821.80371094,2008-05-19,2008-08-13
16,Bayern,GER,1,1815.98571777,2008-08-01,2008-08-10
17,Lyon,FRA,1,1815.65100098,2008-07-18,2008-08-10
18,Porto,POR,1,1814.98059082,2008-05-18,2008-08-13
19,Aston Villa,ENG,1,1800.69677734,2008-08-01,2008-08-13
20,Fiorentina,ITA,1,1784.03283691,2008-05-19,2008-08-12
21,Depor,ESP,1,1777.66357422,2008-05-19,2008-08-13
22,Schalke,GER,1,1777.34753418,2008-08-01,2008-08-13
23,Werder,GER,1,1777.02099609,2008-08-01,2008-08-13
24,Santander,ESP,1,1775.87109375,2008-05-19,2008-08-13
25,Tottenham,ENG,1,1774.37121582,2008-08-01,2008-08-13
26,Blackburn,ENG,1,1771.83508301,2008-08-01,2008-08-13
27,Getafe,ESP,1,1769.00561523,2008-07-10,2008-08-13
28,Portsmouth,ENG,1,1762.59838867,2008-08-01,2008-08-13
29,Valencia,ESP,1,1756.79943848,2008-07-24,2008-08-09
30,Bordeaux,FRA,1,1754.76037598,2008-07-24,2008-08-09
31,Bilbao,ESP,1,1754.58081055,2008-07-24,2008-08-13
