Rank,Club,Country,Level,Elo,From,To
1,Barcelona,ESP,1,2070.92773438,2011-05-29,2011-07-28
2,Real Madrid,ESP,1,2002.55761719,2011-05-29,2011-07-28
3,Porto,POR,1,1955.58605957,2011-07-22,2011-07-27
4,Man United,ENG,1,1947.74377441,2011-07-22,2011-07-28
5,Bayern,GER,1,1884.94616699,2011-05-23,2011-07-28
6,Chelsea,ENG,1,1879.52807617,2011-07-22,2011-07-28
7,Dortmund,GER,1,1846.76147461,2011-05-16,2011-07-28
8,Arsenal,ENG,1,1832.47851562,2011-07-22,2011-07-28
9,Valencia,ESP,1,1818.95336914,2011-05-29,2011-07-28
10,Man City,ENG,1,1808.78137207,2011-07-22,2011-07-24
11,Shakhtar,UKR,1,1808.73388672,2011-07-22,2011-07-24
12,Leverkusen,GER,1,1805.04162598,2011-07-11,2011-07-27
13,CSKA Moskva,RUS,1,1801.06506348,2011-07-22,2011-07-25
14,Benfica,POR,1,1800.96948242,2011-07-22,2011-07-27
15,Tottenham,ENG,1,1799.52990723,2011-07-22,2011-07-28
16,Marseille,FRA,1,1793.29101562,2011-06-27,2011-07-28
17,Inter,ITA,1,1791.36315918,2011-06-27,2011-07-28
18,Liverpool,ENG,1,1790.56689453,2011-07-22,2011-07-28
19,Milan,ITA,1,1789.23474121,2011-06-23,2011-07-28
20,Lille,FRA,1,1782.97851562,2011-06-19,2011-07-26
21,Villarreal,ESP,1,1777.15722656,2011-06-27,2011-07-24
22,Zenit,RUS,1,1773.08044434,2011-06-27,2011-07-24
23,Everton,ENG,1,1766.54870605,2011-07-22,2011-07-28
24,Lyon,FRA,1,1759.10119629,2011-05-30,2011-07-28
25,Sevilla,ESP,1,1753.46386719,2011-05-30,2011-07-28
26,Schalke,GER,1,1747.13171387,2011-05-15,2011-07-28
27,Atletico,ESP,1,1744.47094727,2011-07-11,2011-07-22
28,Dynamo Kyiv,UKR,1,1743.98278809,2011-07-22,2011-07-22
29,Ajax,NED,1,1739.11096191,2011-07-22,2011-07-26
30,Mainz,GER,1,1736.81054688,2011-05-22,2011-07-28
31,Stuttgart,GER,1,1735.8894043,2011-05-29,2011-07-28
32,Fulham,ENG,1,1734.03649902,2011-07-22,2011-07-28
33,Bilbao,ESP,1,1732.59057617,2011-05-29,2011-07-28
34,Werder,GER,1,1729.05944824,2011-06-27,2011-07-28
35,Braga,POR,1,1725.75976562,2011-07-22,2011-07-27
36,Hannover,GER,1,1720.46362305,2011-06-27,2011-07-26
37,PSV,NED,1,1719.81835938,2011-07-22,2011-07-26
38,Aston Villa,ENG,1,1715.05517578,2011-07-22,2011-07-23
39,Rubin Kazan,RUS,1,1709.60925293,2011-06-27,2011-07-23
40,Malaga,ESP,1,1706.75488281,2011-05-29,2011-07-26
41,Wolfsburg,GER,1,1705.87683105,2011-05-29,2011-07-26
42,Osasuna,ESP,1,1705.22814941,2011-05-29,2011-07-26
43,Twente,NED,1,1704.96325684,2011-07-22,2011-07-26
44,Hamburg,GER,1,1703.9407959,2011-05-29,2011-07-28
