Rank,Club,Country,Level,Elo,From,To
1,Real Madrid,ESP,1,2089.26635742,2012-05-14,2012-08-02
2,Barcelona,ESP,1,2072.03515625,2012-05-13,2012-08-02
3,Bayern,GER,1,1928.24389648,2012-05-20,2012-08-02
4,Man City,ENG,1,1917.81616211,2012-05-20,2012-08-02
5,Dortmund,GER,1,1914.00622559,2012-05-20,2012-08-02
6,Man United,ENG,1,1913.16894531,2012-05-20,2012-08-02
7,Porto,POR,1,1888.9753418,2012-05-13,2012-08-02
8,Chelsea,ENG,1,1851.68713379,2012-05-20,2012-08-02
9,Atletico,ESP,1,1849.09509277,2012-05-20,2012-08-02
10,Arsenal,ENG,1,1826.90942383,2012-05-20,2012-08-02
11,Shakhtar,UKR,1,1820.29528809,2012-07-22,2012-07-26
12,Benfica,POR,1,1815.39477539,2012-07-16,2012-08-02
13,Valencia,ESP,1,1812.59106445,2012-05-13,2012-08-02
14,Schalke,GER,1,1803.09094238,2012-05-20,2012-08-02
15,Milan,ITA,1,1796.80859375,2012-05-14,2012-08-02
16,Tottenham,ENG,1,1796.20385742,2012-05-20,2012-08-02
17,Zenit,RUS,1,1785.99707031,2012-07-20,2012-07-22
18,Juventus,ITA,1,1785.00927734,2012-05-14,2012-08-02
19,Everton,ENG,1,1777.80273438,2012-05-20,2012-08-02
20,Leverkusen,GER,1,1774.90563965,2012-05-20,2012-07-26
21,Ajax,NED,1,1773.86132812,2012-07-20,2012-07-26
22,Lille,FRA,1,1772.95227051,2012-05-21,2012-08-02
23,Stuttgart,GER,1,1772.09228516,2012-05-21,2012-08-02
24,Bilbao,ESP,1,1765.9119873,2012-05-14,2012-08-02
25,Gladbach,GER,1,1764.29870605,2012-05-20,2012-08-02
26,Malaga,ESP,1,1756.20861816,2012-05-14,2012-08-02
27,Sevilla,ESP,1,1752.60546875,2012-05-14,2012-08-02
28,Paris SG,FRA,1,1752.55834961,2012-05-21,2012-08-02
29,Mallorca,ESP,1,1749.29907227,2012-05-21,2012-08-02
30,Newcastle,ENG,1,1746.84936523,2012-05-20,2012-08-02
31,Liverpool,ENG,1,1742.18920898,2012-05-20,2012-07-31
32,Osasuna,ESP,1,1742.00646973,2012-05-20,2012-07-31
33,Montpellier,FRA,1,1739.16894531,2012-05-21,2012-07-22
34,Depor,ESP,1,1737.86547852,2012-07-02,2012-07-22
35,Dynamo Kyiv,UKR,1,1735.48266602,2012-07-20,2012-07-22
36,Levante,ESP,1,1732.78161621,2012-07-15,2012-08-02
37,Olympiakos,GRE,1,1727.68029785,2012-07-20,2012-07-26
38,Hannover,GER,1,1724.40625,2012-05-21,2012-07-26
39,Braga,POR,1,1724.05175781,2012-05-21,2012-07-26
40,Sporting,POR,1,1716.50158691,2012-07-20,2012-07-26
41,PSV,NED,1,1716.37451172,2012-07-20,2012-07-26
42,Betis,ESP,1,1715.63830566,2012-05-24,2012-08-02
43,Valladolid,ESP,1,1714.49938965,2012-07-02,2012-08-02
44,Lyon,FRA,1,1712.99060059,2012-06-14,2012-08-02
45,Fulham,ENG,1,1711.97363281,2012-06-14,2012-08-02
46,Zaragoza,ESP,1,1706.93347168,2012-06-14,2012-08-02
47,Villarreal,ESP,2,1706.57421875,2012-07-02,2012-08-02
48,Bordeaux,FRA,1,1703.1986084,2012-07-06,2012-08-02
49,Celta,ESP,1,1703.18188477,2012-07-06,2012-08-02
50,Getafe,ESP,1,1700.09179688,2012-07-13,2012-08-02
51,Sociedad,ESP,1,1699.56384277,2012-07-13,2012-08-02
