Rank,Club,Country,Level,Elo,From,To
1,Bayern,GER,1,2017.63415527,2020-07-03,2020-08-05
2,Liverpool,ENG,1,1992.51635742,2020-07-16,2020-07-22
3,Man City,ENG,1,1992.10949707,2020-07-22,2020-07-26
4,Barcelona,ESP,1,1967.29516602,2020-07-20,2020-08-05
5,Real Madrid,ESP,1,1924.12243652,2020-07-20,2020-08-05
6,Paris SG,FRA,1,1901.07177734,2020-07-20,2020-08-07
7,Atletico,ESP,1,1900.59448242,2020-07-20,2020-08-05
8,Juventus,ITA,1,1894.9185791,2020-07-21,2020-07-23
9,Man United,ENG,1,1875.87451172,2020-07-17,2020-07-22
10,RB Leipzig,GER,1,1849.79077148,2020-06-28,2020-08-01
11,Atalanta,ITA,1,1845.34155273,2020-07-22,2020-07-24
12,Dortmund,GER,1,1839.19519043,2020-07-12,2020-08-01
13,Sevilla,ESP,1,1829.91381836,2020-07-20,2020-08-05
14,Chelsea,ENG,1,1824.38366699,2020-07-15,2020-07-22
15,Tottenham,ENG,1,1819.37927246,2020-07-20,2020-07-26
16,Arsenal,ENG,1,1804.91430664,2020-07-22,2020-07-26
17,Leverkusen,GER,1,1799.99572754,2020-07-16,2020-07-28
18,Wolves,ENG,1,1796.16149902,2020-07-21,2020-07-25
19,Inter,ITA,1,1795.28491211,2020-07-21,2020-07-22
20,Leicester,ENG,1,1776.67382812,2020-07-20,2020-07-26
21,Napoli,ITA,1,1776.20812988,2020-07-20,2020-07-22
22,Villarreal,ESP,1,1773.65966797,2020-07-20,2020-07-22
23,Ajax,NED,1,1768.0904541,2020-07-20,2020-07-22
24,Gladbach,GER,1,1764.94067383,2020-07-17,2020-07-22
25,Salzburg,AUT,1,1762.09008789,2020-07-20,2020-07-28
26,Shakhtar,UKR,1,1758.56176758,2020-07-20,2020-07-29
27,Porto,POR,1,1756.71337891,2020-07-21,2020-07-25
28,Milan,ITA,1,1750.69946289,2020-07-22,2020-07-24
29,Getafe,ESP,1,1747.0982666,2020-07-22,2020-07-25
30,Olympiakos,GRE,1,1745.95288086,2020-07-22,2020-07-25
31,Burnley,ENG,1,1743.51489258,2020-07-20,2020-07-26
32,Sociedad,ESP,1,1742.5411377,2020-07-20,2020-07-26
33,Everton,ENG,1,1742.0567627,2020-07-21,2020-07-26
34,Valencia,ESP,1,1736.0012207,2020-07-21,2020-07-26
35,Hoffenheim,GER,1,1734.72058105,2020-07-21,2020-07-26
36,Bilbao,ESP,1,1722.82141113,2020-07-21,2020-07-22
37,Wolfsburg,GER,1,1722.79223633,2020-07-21,2020-07-22
38,Roma,ITA,1,1722.69177246,2020-07-21,2020-07-22
39,Lazio,ITA,1,1721.98779297,2020-07-21,2020-07-22
40,Southampton,ENG,1,1719.65039062,2020-07-21,2020-07-22
41,Zenit,RUS,1,1718.49475098,2020-07-21,2020-07-22
42,Granada,ESP,1,1716.82714844,2020-07-21,2020-07-25
43,Benfica,POR,1,1712.82019043,2020-07-22,2020-07-25
44,Sheffield United,ENG,1,1712.30541992,2020-07-22,2020-07-26
45,Frankfurt,GER,1,1710.3885498,2020-07-22,2020-07-26
46,Levante,ESP,1,1700.94824219,2020-07-20,2020-08-05
47,Osasuna,ESP,1,1698.04101562,2020-07-20,2020-07-22
48,Lyon,FRA,1,1697.84985352,2020-07-20,2020-07-22
49,West Ham,ENG,1,1692.27355957,2020-07-20,2020-07-22
50,Newcastle,ENG,1,1690.24658203,2020-07-21,2020-07-26
51,Eibar,ESP,1,1686.83520508,2020-07-20,2020-07-26
