Rank,Club,Country,Level,Elo,From,To
1,Man United,ENG,1,1931.90307617,2000-05-18,2000-08-09
2,Valencia,ESP,1,1904.35961914,2000-05-25,2000-08-09
3,Lazio,ITA,1,1894.07861328,2000-05-15,2000-08-09
4,Barcelona,ESP,1,1887.36669922,2000-05-20,2000-08-09
5,Real Madrid,ESP,1,1884.02099609,2000-05-25,2000-08-09
6,Arsenal,ENG,1,1871.66064453,2000-05-25,2000-08-09
7,Bayern,GER,1,1867.23547363,2000-05-21,2000-08-08
8,Juventus,ITA,1,1852.31604004,2000-05-20,2000-08-09
9,Zaragoza,ESP,1,1847.78417969,2000-05-20,2000-08-09
10,Depor,ESP,1,1844.93652344,2000-05-20,2000-08-09
11,Milan,ITA,1,1841.60900879,2000-05-20,2000-08-09
12,Leverkusen,GER,1,1822.44641113,2000-05-21,2000-08-08
13,Celta,ESP,1,1810.32678223,2000-05-20,2000-08-09
14,Fiorentina,ITA,1,1805.00402832,2000-05-24,2000-08-09
15,Mallorca,ESP,1,1800.35192871,2000-07-13,2000-08-09
16,Chelsea,ENG,1,1800.11694336,2000-07-13,2000-08-09
17,Inter,ITA,1,1794.38317871,2000-07-13,2000-07-22
18,Dynamo Kyiv,UKR,1,1794.15759277,2000-07-17,2000-07-22
19,Parma,ITA,1,1793.02319336,2000-06-09,2000-07-30
20,Roma,ITA,1,1791.5189209,2000-06-05,2000-07-30
21,Espanyol,ESP,1,1785.89489746,2000-05-24,2000-07-30
22,Leeds,ENG,1,1782.3815918,2000-05-24,2000-07-30
23,Bilbao,ESP,1,1778.6628418,2000-05-20,2000-07-30
24,Monaco,FRA,1,1778.03088379,2000-05-15,2000-07-29
25,Udinese,ITA,1,1777.44470215,2000-05-15,2000-07-29
26,Sociedad,ESP,1,1777.34143066,2000-05-21,2000-07-29
27,Alaves,ESP,1,1773.22387695,2000-05-22,2000-08-04
28,Liverpool,ENG,1,1770.09924316,2000-05-22,2000-08-02
29,Galatasaray,TUR,1,1766.41088867,2000-05-22,2000-07-26
30,Valladolid,ESP,1,1765.68286133,2000-05-20,2000-08-04
31,Olympiakos,GRE,1,1758.33496094,2000-05-29,2000-08-04
32,Santander,ESP,1,1754.87438965,2000-05-22,2000-08-09
33,Sparta Praha,CZE,1,1750.49804688,2000-05-18,2000-07-26
34,PSV,NED,1,1742.95166016,2000-05-15,2000-07-29
35,Malaga,ESP,1,1736.41564941,2000-05-21,2000-07-29
36,Bordeaux,FRA,1,1734.33789062,2000-05-15,2000-07-29
37,Lens,FRA,1,1730.88537598,2000-05-21,2000-07-29
38,Aston Villa,ENG,1,1728.15283203,2000-06-09,2000-08-05
39,Oviedo,ESP,1,1723.44885254,2000-06-09,2000-08-05
40,Hamburg,GER,1,1716.30322266,2000-06-24,2000-07-28
41,Rayo Vallecano,ESP,1,1715.14794922,2000-06-24,2000-07-28
42,Paris SG,FRA,1,1714.88745117,2000-06-24,2000-07-28
43,Atletico,ESP,2,1713.55041504,2000-07-17,2000-08-09
44,Newcastle,ENG,1,1712.14123535,2000-07-17,2000-08-09
45,Sunderland,ENG,1,1712.07653809,2000-07-17,2000-08-09
46,Porto,POR,1,1711.6628418,2000-07-17,2000-08-09
47,Betis,ESP,2,1711.35083008,2000-07-17,2000-08-09
48,Rosenborg,NOR,1,1706.68469238,2000-07-17,2000-07-23
49,Panathinaikos,GRE,1,1706.53601074,2000-06-28,2000-07-23
50,Spartak Moskva,RUS,1,1706.22595215,2000-07-17,2000-07-22
51,Bologna,ITA,1,1705.30334473,2000-07-17,2000-07-22
