Rank,Club,Country,Level,Elo,From,To
1,Juventus,ITA,1,1930.3951416,1998-05-21,1998-08-12
2,Inter,ITA,1,1910.06604004,1998-05-21,1998-08-12
3,Bayern,GER,1,1862.20959473,1998-05-14,1998-08-12
4,Udinese,ITA,1,1834.93811035,1998-05-21,1998-08-12
5,Man United,ENG,1,1829.49182129,1998-05-17,1998-08-12
6,Lazio,ITA,1,1821.6484375,1998-05-21,1998-08-12
7,Parma,ITA,1,1818.11730957,1998-05-21,1998-08-07
8,Fiorentina,ITA,1,1815.67541504,1998-05-21,1998-08-07
9,Real Madrid,ESP,1,1815.55505371,1998-05-21,1998-08-07
10,Monaco,FRA,1,1814.5567627,1998-05-17,1998-08-07
11,Roma,ITA,1,1812.96411133,1998-05-21,1998-08-12
12,Leverkusen,GER,1,1808.03125,1998-05-21,1998-08-12
13,Ajax,NED,1,1806.04040527,1998-05-21,1998-08-12
14,Lautern,GER,1,1803.16870117,1998-05-21,1998-08-12
15,Lens,FRA,1,1785.4230957,1998-05-16,1998-08-08
16,Dortmund,GER,1,1784.84094238,1998-05-16,1998-08-08
17,Metz,FRA,1,1782.82910156,1998-05-16,1998-08-07
18,Arsenal,ENG,1,1782.12976074,1998-05-16,1998-08-08
19,Barcelona,ESP,1,1774.2064209,1998-05-21,1998-08-12
20,Stuttgart,GER,1,1764.07971191,1998-05-14,1998-08-12
21,Bologna,ITA,1,1757.56872559,1998-05-21,1998-08-12
22,Schalke,GER,1,1755.95739746,1998-05-21,1998-08-12
23,Atletico,ESP,1,1755.90881348,1998-05-21,1998-08-12
24,Auxerre,FRA,1,1753.45910645,1998-05-11,1998-08-08
25,Liverpool,ENG,1,1752.68786621,1998-05-14,1998-08-08
26,Sociedad,ESP,1,1752.05224609,1998-05-21,1998-08-08
27,Sampdoria,ITA,1,1751.66638184,1998-05-21,1998-08-08
28,Bilbao,ESP,1,1749.00720215,1998-05-21,1998-08-12
29,Bordeaux,FRA,1,1744.28637695,1998-05-21,1998-08-08
30,Werder,GER,1,1742.38464355,1998-05-16,1998-08-08
31,Rostock,GER,1,1739.65466309,1998-05-18,1998-08-08
32,Marseille,FRA,1,1736.08679199,1998-05-18,1998-08-08
33,Chelsea,ENG,1,1734.12231445,1998-07-02,1998-08-01
34,Milan,ITA,1,1731.61352539,1998-07-02,1998-08-01
35,Paris SG,FRA,1,1731.28076172,1998-07-02,1998-08-01
36,Porto,POR,1,1729.80236816,1998-07-02,1998-08-01
37,Lyon,FRA,1,1729.02941895,1998-07-02,1998-08-01
38,PSV,NED,1,1724.91772461,1998-07-02,1998-07-22
39,Spartak Moskva,RUS,1,1716.83764648,1998-07-16,1998-07-22
40,Bochum,GER,1,1714.60229492,1998-07-10,1998-07-25
41,Rosenborg,NOR,1,1713.35095215,1998-07-20,1998-07-25
42,Hamburg,GER,1,1713.02905273,1998-07-20,1998-08-11
43,Duisburg,GER,1,1712.31176758,1998-07-20,1998-08-09
44,Aston Villa,ENG,1,1712.1652832,1998-07-20,1998-08-09
45,Valencia,ESP,1,1711.87573242,1998-07-20,1998-08-09
46,Dinamo Zagreb,CRO,1,1711.37451172,1998-07-20,1998-08-09
47,Bastia,FRA,1,1707.67456055,1998-05-21,1998-08-08
48,Gladbach,GER,1,1705.7142334,1998-05-19,1998-08-08
