Rank,Club,Country,Level,Elo,From,To
1,Real Madrid,ESP,1,1923.41748047,2001-06-18,2001-08-08
2,Valencia,ESP,1,1895.93457031,2001-06-18,2001-08-08
3,Mallorca,ESP,1,1892.35803223,2001-06-18,2001-08-08
4,Bayern,GER,1,1885.27490234,2001-06-11,2001-07-28
5,Depor,ESP,1,1883.2322998,2001-06-18,2001-07-28
6,Man United,ENG,1,1873.11169434,2001-06-11,2001-08-08
7,Liverpool,ENG,1,1872.5246582,2001-06-11,2001-08-08
8,Barcelona,ESP,1,1866.79626465,2001-06-18,2001-08-08
9,Juventus,ITA,1,1864.14489746,2001-06-18,2001-08-08
10,Lazio,ITA,1,1857.61694336,2001-06-18,2001-08-08
11,Celta,ESP,1,1841.83007812,2001-06-18,2001-08-08
12,Leeds,ENG,1,1840.6060791,2001-06-11,2001-08-08
13,Roma,ITA,1,1839.32092285,2001-06-18,2001-08-08
14,Arsenal,ENG,1,1817.45812988,2001-05-24,2001-08-08
15,Lyon,FRA,1,1814.66870117,2001-05-27,2001-07-28
16,Chelsea,ENG,1,1791.65625,2001-06-18,2001-08-08
17,Alaves,ESP,1,1789.07312012,2001-06-18,2001-08-08
18,Malaga,ESP,1,1788.75964355,2001-06-18,2001-08-08
19,Olympiakos,GRE,1,1786.23950195,2001-06-18,2001-08-08
20,Espanyol,ESP,1,1778.97680664,2001-06-18,2001-08-08
21,Nantes,FRA,1,1778.76391602,2001-06-18,2001-07-27
22,Zaragoza,ESP,1,1778.17541504,2001-06-18,2001-07-27
23,Sociedad,ESP,1,1774.39794922,2001-06-18,2001-07-27
24,Villarreal,ESP,1,1773.80175781,2001-06-18,2001-07-27
25,Milan,ITA,1,1770.12438965,2001-06-18,2001-07-27
26,PSV,NED,1,1764.73864746,2001-06-18,2001-08-07
27,Parma,ITA,1,1764.15002441,2001-06-18,2001-08-07
28,Schalke,GER,1,1757.04492188,2001-07-16,2001-07-27
29,Dynamo Kyiv,UKR,1,1751.58227539,2001-07-22,2001-07-25
30,Valladolid,ESP,1,1748.79321289,2001-06-18,2001-07-27
31,Bordeaux,FRA,1,1748.58410645,2001-06-11,2001-07-27
32,Leverkusen,GER,1,1747.99755859,2001-06-11,2001-07-28
33,Santander,ESP,2,1742.48583984,2001-07-02,2001-07-28
34,Ipswich,ENG,1,1741.00292969,2001-06-17,2001-07-28
35,Dortmund,GER,1,1738.22106934,2001-05-28,2001-07-28
36,Sunderland,ENG,1,1729.95019531,2001-06-18,2001-07-28
37,Anderlecht,BEL,1,1729.52758789,2001-06-18,2001-07-25
38,Bilbao,ESP,1,1728.31030273,2001-06-18,2001-07-28
39,Oviedo,ESP,2,1726.46203613,2001-07-02,2001-07-28
40,Rayo Vallecano,ESP,1,1726.25,2001-06-17,2001-07-28
41,Porto,POR,1,1725.55895996,2001-05-28,2001-07-25
42,Freiburg,GER,1,1725.46655273,2001-05-28,2001-07-28
43,Lille,FRA,1,1725.25769043,2001-05-28,2001-07-28
44,Werder,GER,1,1724.41784668,2001-05-28,2001-07-28
