Rank,Club,Country,Level,Elo,From,To
1,Barcelona,ESP,1,2018.15246582,2010-05-17,2010-08-18
2,Man United,ENG,1,1957.53771973,2010-05-13,2010-07-29
3,Chelsea,ENG,1,1950.45263672,2010-05-13,2010-07-29
4,Real Madrid,ESP,1,1942.41625977,2010-05-17,2010-08-18
5,Inter,ITA,1,1929.38879395,2010-05-23,2010-07-29
6,Bayern,GER,1,1895.79443359,2010-05-23,2010-07-29
7,Arsenal,ENG,1,1868.9987793,2010-05-13,2010-07-29
8,Liverpool,ENG,1,1848.83557129,2010-05-13,2010-07-29
9,Roma,ITA,1,1829.02526855,2010-05-23,2010-07-28
10,Porto,POR,1,1825.89355469,2010-07-16,2010-07-22
11,Lyon,FRA,1,1825.46728516,2010-05-23,2010-07-29
12,Werder,GER,1,1818.63195801,2010-05-23,2010-07-29
13,Marseille,FRA,1,1818.40283203,2010-05-17,2010-07-29
14,Benfica,POR,1,1803.97253418,2010-07-16,2010-07-22
15,Valencia,ESP,1,1801.37084961,2010-05-17,2010-08-07
16,Lille,FRA,1,1786.99401855,2010-07-19,2010-07-25
17,Tottenham,ENG,1,1786.95031738,2010-07-19,2010-07-25
18,Milan,ITA,1,1786.60595703,2010-07-19,2010-07-22
19,Shakhtar,UKR,1,1786.53308105,2010-07-19,2010-07-22
20,Stuttgart,GER,1,1785.2722168,2010-05-23,2010-07-29
21,Sevilla,ESP,1,1784.72595215,2010-05-23,2010-07-31
22,Man City,ENG,1,1782.31884766,2010-05-23,2010-07-27
23,Everton,ENG,1,1780.85253906,2010-05-23,2010-07-27
24,Schalke,GER,1,1780.71386719,2010-05-23,2010-07-27
25,Dynamo Kyiv,UKR,1,1768.99853516,2010-07-18,2010-07-22
26,Mallorca,ESP,1,1768.98034668,2010-07-18,2010-08-14
27,Aston Villa,ENG,1,1763.42297363,2010-07-16,2010-07-22
28,Anderlecht,BEL,1,1759.39025879,2010-07-16,2010-07-22
29,Bordeaux,FRA,1,1756.68273926,2010-05-16,2010-07-29
30,Dortmund,GER,1,1751.87536621,2010-05-23,2010-07-29
31,Wolfsburg,GER,1,1750.00952148,2010-05-23,2010-07-29
32,Auxerre,FRA,1,1749.3170166,2010-05-23,2010-07-29
33,Leverkusen,GER,1,1748.33325195,2010-05-23,2010-07-29
34,Getafe,ESP,1,1748.03259277,2010-05-16,2010-07-31
35,Palermo,ITA,1,1747.5513916,2010-05-23,2010-07-29
36,Atletico,ESP,1,1745.72180176,2010-05-23,2010-07-31
37,Hamburg,GER,1,1740.76647949,2010-05-23,2010-07-29
38,Villarreal,ESP,1,1739.45349121,2010-05-17,2010-07-29
39,Sampdoria,ITA,1,1734.84265137,2010-05-23,2010-07-24
40,Zenit,RUS,1,1732.54699707,2010-07-18,2010-07-24
41,Ajax,NED,1,1727.2142334,2010-07-16,2010-07-22
42,Fulham,ENG,1,1723.37695312,2010-05-13,2010-07-28
43,Rubin Kazan,RUS,1,1716.5567627,2010-07-18,2010-07-24
44,CSKA Moskva,RUS,1,1710.32495117,2010-07-20,2010-07-22
45,Braga,POR,1,1709.67883301,2010-07-20,2010-07-22
46,Juventus,ITA,1,1699.4173584,2010-05-23,2010-07-25
47,Blackburn,ENG,1,1698.65991211,2010-05-23,2010-07-25
48,PSV,NED,1,1696.12866211,2010-07-16,2010-07-22
49,Napoli,ITA,1,1693.77490234,2010-05-23,2010-07-29
50,Montpellier,FRA,1,1693.68200684,2010-05-23,2010-07-29
51,Fiorentina,ITA,1,1692.9864502,2010-05-23,2010-07-29
52,Newcastle,ENG,1,1690.23669434,2010-07-02,2010-07-29
53,Bilbao,ESP,1,1689.03369141,2010-05-16,2010-07-29
54,Rennes,FRA,1,1688.97241211,2010-05-16,2010-07-29
55,Lorient,FRA,1,1688.10876465,2010-05-16,2010-07-29
56,Zaragoza,ESP,1,1687.72912598,2010-05-16,2010-07-29
57,Espanyol,ESP,1,1682.19055176,2010-07-16,2010-07-22
58,Sporting,POR,1,1681.88574219,2010-07-16,2010-07-22
59,Twente,NED,1,1676.46447754,2010-07-16,2010-07-22
60,Fenerbahce,TUR,1,1674.41430664,2010-07-16,2010-07-22
61,Osasuna,ESP,1,1673.1550293,2010-05-17,2010-08-05
62,Genoa,ITA,1,1671.64562988,2010-05-23,2010-07-29
63,Malaga,ESP,1,1671.4342041,2010-05-17,2010-08-07
64,Udinese,ITA,1,1669.99816895,2010-05-23,2010-07-29
65,Hoffenheim,GER,1,1668.56213379,2010-05-23,2010-07-29
66,Panathinaikos,GRE,1,1666.11230469,2010-07-16,2010-07-22
67,Stoke,ENG,1,1666.04577637,2010-07-16,2010-07-29
68,Almeria,ESP,1,1663.56896973,2010-05-16,2010-08-01
69,Santander,ESP,1,1658.9017334,2010-05-17,2010-07-29
70,Betis,ESP,2,1657.75915527,2010-06-20,2010-07-28
71,Depor,ESP,1,1656.02148438,2010-06-20,2010-07-28
72,Lazio,ITA,1,1655.35070801,2010-06-20,2010-07-28
73,Valenciennes,FRA,1,1654.38012695,2010-06-20,2010-07-28
74,Monaco,FRA,1,1651.60644531,2010-06-20,2010-07-24
75,Parma,ITA,1,1650.61645508,2010-06-20,2010-07-24
76,Mainz,GER,1,1649.89440918,2010-06-20,2010-07-24
77,Toulouse,FRA,1,1649.12731934,2010-06-20,2010-07-24
78,Catania,ITA,1,1649.04980469,2010-06-20,2010-07-24
79,Paris SG,FRA,1,1647.99768066,2010-06-20,2010-07-22
80,Bari,ITA,1,1645.64929199,2010-06-06,2010-07-22
81,Basel,SUI,1,1645.5904541,2010-07-21,2010-07-22
82,Sunderland,ENG,1,1644.95019531,2010-07-21,2010-07-29
83,Birmingham,ENG,1,1644.72412109,2010-07-21,2010-07-29
84,Hercules,ESP,1,1643.96569824,2010-07-21,2010-08-05
85,H Tel Aviv,ISR,1,1642.63366699,2010-07-22,2010-07-22
86,Valladolid,ESP,2,1641.40490723,2010-07-16,2010-07-22
87,West Ham,ENG,1,1641.08813477,2010-07-14,2010-07-22
