Rank,Club,Country,Level,Elo,From,To
1,Chelsea,ENG,1,1958.19152832,2005-07-20,2005-07-26
2,Arsenal,ENG,1,1911.85058594,2005-07-20,2005-07-26
3,Milan,ITA,1,1901.33459473,2005-05-30,2005-08-10
4,Lyon,FRA,1,1890.81054688,2005-05-29,2005-07-31
5,Barcelona,ESP,1,1887.3848877,2005-05-30,2005-08-09
6,Real Madrid,ESP,1,1881.67736816,2005-05-30,2005-08-09
7,Juventus,ITA,1,1879.34692383,2005-05-30,2005-08-10
8,Bayern,GER,1,1865.66772461,2005-07-15,2005-07-28
9,Man United,ENG,1,1862.79919434,2005-07-20,2005-07-26
10,PSV,NED,1,1853.49267578,2005-05-30,2005-08-10
11,Inter,ITA,1,1851.79602051,2005-05-30,2005-08-10
12,Villarreal,ESP,1,1836.72338867,2005-05-30,2005-08-09
13,Liverpool,ENG,1,1814.6595459,2005-07-20,2005-07-26
14,Valencia,ESP,1,1799.37194824,2005-05-30,2005-07-30
15,Monaco,FRA,1,1797.44873047,2005-05-29,2005-07-30
16,Betis,ESP,1,1796.77172852,2005-05-30,2005-08-06
17,Werder,GER,1,1769.75891113,2005-07-15,2005-07-28
18,Espanyol,ESP,1,1762.26647949,2005-07-10,2005-08-09
19,Sevilla,ESP,1,1759.3359375,2005-07-18,2005-07-30
20,Lille,FRA,1,1757.19506836,2005-07-18,2005-07-30
21,Leverkusen,GER,1,1752.37145996,2005-07-18,2005-07-28
22,CSKA Moskva,RUS,1,1750.74914551,2005-07-21,2005-07-24
23,Ajax,NED,1,1745.6463623,2005-05-29,2005-07-30
24,Malaga,ESP,1,1736.87719727,2005-06-17,2005-08-03
25,Bolton,ENG,1,1736.25427246,2005-07-20,2005-07-26
26,Bilbao,ESP,1,1735.76806641,2005-06-17,2005-08-03
27,Depor,ESP,1,1731.82519531,2005-07-14,2005-07-30
28,Dynamo Kyiv,UKR,1,1730.75378418,2005-07-18,2005-07-22
29,Udinese,ITA,1,1730.14746094,2005-07-18,2005-07-26
30,Atletico,ESP,1,1729.34094238,2005-07-14,2005-07-26
31,Porto,POR,1,1726.59838867,2005-07-14,2005-07-23
32,Hertha,GER,1,1725.71008301,2005-07-18,2005-07-23
33,Man City,ENG,1,1725.16027832,2005-07-20,2005-07-23
34,Rennes,FRA,1,1724.56262207,2005-07-18,2005-07-23
35,Lok Moskva,RUS,1,1723.81030273,2005-07-18,2005-07-23
36,Newcastle,ENG,1,1723.80688477,2005-07-20,2005-07-26
37,Dortmund,GER,1,1721.66345215,2005-07-15,2005-07-26
38,Paris SG,FRA,1,1720.2779541,2005-06-19,2005-07-26
39,Middlesbrough,ENG,1,1719.00024414,2005-07-20,2005-07-26
40,Stuttgart,GER,1,1713.88208008,2005-07-15,2005-07-28
41,Zaragoza,ESP,1,1713.4342041,2005-05-30,2005-08-03
42,Sampdoria,ITA,1,1711.65600586,2005-05-30,2005-08-03
43,Sociedad,ESP,1,1710.87329102,2005-05-30,2005-08-03
44,Marseille,FRA,1,1707.57275391,2005-05-30,2005-07-30
45,Sporting,POR,1,1705.68701172,2005-05-30,2005-07-23
46,Tottenham,ENG,1,1705.43859863,2005-07-20,2005-07-23
47,Shakhtar,UKR,1,1705.01049805,2005-07-18,2005-07-23
48,Olympiakos,GRE,1,1703.29675293,2005-07-18,2005-07-26
49,Everton,ENG,1,1702.6270752,2005-07-20,2005-07-26
50,Schalke,GER,1,1702.18933105,2005-07-15,2005-07-28
51,Lens,FRA,1,1701.18395996,2005-07-14,2005-07-30
52,Auxerre,FRA,1,1695.79626465,2005-06-17,2005-07-30
53,Panathinaikos,GRE,1,1694.63146973,2005-06-17,2005-07-30
54,Saint-Etienne,FRA,1,1693.65332031,2005-06-17,2005-07-30
55,Fulham,ENG,1,1692.26452637,2005-07-20,2005-07-26
56,Fenerbahce,TUR,1,1692.11828613,2005-06-13,2005-07-26
57,Getafe,ESP,1,1690.52404785,2005-06-13,2005-07-26
58,Aston Villa,ENG,1,1690.44934082,2005-07-20,2005-07-26
59,Mallorca,ESP,1,1689.80334473,2005-06-13,2005-07-26
60,Celtic,SCO,1,1688.65246582,2005-06-13,2005-07-26
61,Sochaux,FRA,1,1686.72888184,2005-05-29,2005-07-27
62,Parma,ITA,1,1685.8614502,2005-06-19,2005-07-27
63,Blackburn,ENG,1,1682.23449707,2005-07-20,2005-07-26
64,Benfica,POR,1,1680.51013184,2005-06-19,2005-07-27
65,Birmingham,ENG,1,1679.91552734,2005-07-20,2005-07-26
66,Nantes,FRA,1,1679.76171875,2005-06-19,2005-07-27
67,Celta,ESP,1,1679.45666504,2005-07-03,2005-07-27
68,Anderlecht,BEL,1,1677.64892578,2005-06-19,2005-07-26
69,Osasuna,ESP,1,1677.61169434,2005-06-19,2005-07-27
70,Santander,ESP,1,1676.85717773,2005-06-19,2005-07-27
71,Strasbourg,FRA,1,1676.18432617,2005-06-19,2005-07-27
72,Brugge,BEL,1,1675.22961426,2005-06-19,2005-07-26
73,Nice,FRA,1,1673.88818359,2005-06-19,2005-07-23
74,Galatasaray,TUR,1,1671.97375488,2005-06-19,2005-07-23
75,Trabzonspor,TUR,1,1671.12585449,2005-06-19,2005-07-23
76,Austria Wien,AUT,1,1670.0793457,2005-07-21,2005-07-23
77,Bordeaux,FRA,1,1668.1373291,2005-07-21,2005-07-26
78,Lazio,ITA,1,1666.93151855,2005-07-21,2005-07-26
79,Rangers,SCO,1,1663.17602539,2005-07-14,2005-07-26
80,Hamburg,GER,1,1662.4354248,2005-07-15,2005-07-26
81,Roma,ITA,1,1661.82641602,2005-07-14,2005-07-26
82,Ajaccio,FRA,1,1660.96936035,2005-07-21,2005-07-26
83,Besiktas,TUR,1,1660.55065918,2005-07-21,2005-07-26
84,Palermo,ITA,1,1659.02124023,2005-07-21,2005-07-23
85,Charlton,ENG,1,1657.02331543,2005-07-21,2005-07-23
86,GAK,AUT,1,1655.92785645,2005-07-21,2005-07-23
87,Cadiz,ESP,1,1654.33874512,2005-07-03,2005-07-27
88,Partizan,SCG,1,1654.15661621,2005-06-19,2005-07-27
89,Feyenoord,NED,1,1649.61047363,2005-06-13,2005-07-27
90,Recreativo,ESP,2,1641.28759766,2005-06-19,2005-07-27
91,Metz,FRA,1,1640.37524414,2005-06-19,2005-07-27
92,Alaves,ESP,1,1638.77722168,2005-07-03,2005-07-23
93,Portsmouth,ENG,1,1638.72021484,2005-07-20,2005-07-23
94,Le Mans,FRA,1,1636.90844727,2005-07-03,2005-07-23
95,Southampton,ENG,2,1636.90063477,2005-07-20,2005-07-23
96,Levante,ESP,2,1636.52941895,2005-07-03,2005-07-23
97,Zenit,RUS,1,1636.09570312,2005-07-18,2005-07-23
98,Siena,ITA,1,1636.08044434,2005-07-18,2005-07-27
99,Alkmaar,NED,1,1634.85400391,2005-07-18,2005-07-27
100,Basel,SUI,1,1629.21313477,2005-07-17,2005-07-22
None,Lecce,ITA,1,1628.84301758,2005-07-17,2005-07-22
None,Sunderland,ENG,1,1628.40075684,2005-07-20,2005-07-26
None,Chievo,ITA,1,1628.35290527,2005-05-30,2005-08-10
None,Wolfsburg,GER,1,1627.6965332,2005-07-15,2005-07-28
None,Heerenveen,NED,1,1626.16052246,2005-05-23,2005-08-10
None,Brescia,ITA,2,1624.14038086,2005-07-03,2005-08-10
None,Messina,ITA,1,1623.64013672,2005-05-30,2005-08-10
None,Reggina,ITA,1,1622.33642578,2005-05-30,2005-08-10
None,Wisla,POL,1,1621.28356934,2005-06-13,2005-07-26
None,Albacete,ESP,2,1620.26013184,2005-07-03,2005-08-09
None,Hannover,GER,1,1619.8815918,2005-07-15,2005-07-28
None,Sparta Praha,CZE,1,1618.98986816,2005-05-29,2005-08-06
None,Bologna,ITA,2,1618.85119629,2005-07-03,2005-08-10
None,West Brom,ENG,1,1617.51293945,2005-07-20,2005-07-26
None,Bastia,FRA,2,1616.83618164,2005-07-03,2005-07-29
None,Numancia,ESP,2,1616.09765625,2005-07-03,2005-08-09
None,Caen,FRA,2,1615.65307617,2005-07-03,2005-07-29
None,Toulouse,FRA,1,1615.21276855,2005-05-29,2005-07-30
None,Cagliari,ITA,1,1614.5222168,2005-05-30,2005-08-10
None,Livorno,ITA,1,1612.59216309,2005-05-30,2005-08-10
None,Eibar,ESP,2,1611.46533203,2005-06-19,2005-08-09
None,Crvena Zvezda,SCG,1,1611.10681152,2005-05-29,2005-07-27
None,Bochum,GER,2,1609.86999512,2005-07-15,2005-07-28
None,Standard,BEL,1,1609.36352539,2005-05-22,2005-07-26
None,Fiorentina,ITA,1,1606.4440918,2005-05-30,2005-08-10
None,Crystal Palace,ENG,2,1603.7791748,2005-07-20,2005-07-26
None,Norwich,ENG,2,1602.22668457,2005-07-20,2005-07-26
None,Wigan,ENG,1,1600.5135498,2005-07-20,2005-07-26
None,Gladbach,GER,1,1600.05749512,2005-07-15,2005-07-28
None,Mainz,GER,1,1599.60107422,2005-07-15,2005-07-28
None,Valladolid,ESP,2,1598.40856934,2005-06-19,2005-08-09
None,Atalanta,ITA,2,1596.84765625,2005-07-03,2005-08-10
None,Lautern,GER,1,1596.83862305,2005-07-15,2005-07-28
None,Guingamp,FRA,2,1592.57067871,2005-05-28,2005-08-01
None,Nancy,FRA,1,1591.45263672,2005-07-03,2005-07-30
None,AEK,GRE,1,1588.56750488,2005-05-26,2005-08-09
None,Genk,BEL,1,1588.50842285,2005-05-22,2005-07-26
None,Frankfurt,GER,1,1587.6595459,2005-07-15,2005-07-28
None,Levski,BUL,1,1584.8347168,2005-05-29,2005-07-27
None,Empoli,ITA,1,1584.25280762,2005-07-03,2005-08-10
None,Braga,POR,1,1582.9005127,2005-05-23,2005-08-10
None,Slavia Praha,CZE,1,1581.98950195,2005-05-29,2005-08-05
None,Twente,NED,1,1581.04174805,2005-05-23,2005-08-10
None,Torino,ITA,2,1578.37524414,2005-06-27,2005-08-10
None,Troyes,FRA,1,1577.43579102,2005-07-03,2005-07-30
None,Wolves,ENG,2,1577.21484375,2005-07-20,2005-07-26
None,Steaua,ROM,1,1576.33532715,2005-07-15,2005-07-27
None,Nuernberg,GER,1,1576.18701172,2005-07-15,2005-07-28
None,Koeln,GER,1,1574.26525879,2005-07-15,2005-07-28
None,West Ham,ENG,1,1573.52880859,2005-07-20,2005-07-26
None,Rapid Wien,AUT,1,1571.02575684,2005-07-20,2005-07-23
None,Gijon,ESP,2,1570.1673584,2005-06-19,2005-08-09
None,Slovan Liberec,CZE,1,1568.45153809,2005-05-29,2005-08-07
None,Genclerbirligi,TUR,1,1565.83825684,2005-05-30,2005-07-26
None,Bielefeld,GER,1,1565.40771484,2005-07-15,2005-07-28
None,Murcia,ESP,2,1565.03112793,2005-06-19,2005-08-09
None,Guimaraes,POR,1,1564.07824707,2005-05-23,2005-08-10
None,Tenerife,ESP,2,1563.5657959,2005-06-19,2005-08-09
None,Torpedo Moskva,RUS,1,1563.08081055,2005-07-21,2005-07-24
None,Rostock,GER,2,1563.02612305,2005-07-15,2005-07-28
None,Ipswich,ENG,2,1560.47558594,2005-07-20,2005-07-26
None,Roda,NED,1,1558.28295898,2005-05-23,2005-08-10
None,Muenchen 60,GER,2,1557.97106934,2005-07-15,2005-07-28
None,Tarragona,ESP,2,1557.26550293,2005-06-19,2005-08-09
None,Istres,FRA,2,1555.74328613,2005-07-03,2005-07-29
None,Legia,POL,1,1554.12207031,2005-06-13,2005-07-24
None,Maritimo,POR,1,1553.18652344,2005-05-23,2005-08-10
None,CSKA Sofia,BUL,1,1552.90039062,2005-05-29,2005-07-27
None,Spartak Moskva,RUS,1,1547.75231934,2005-07-17,2005-07-23
None,Xerez,ESP,2,1547.10009766,2005-06-19,2005-08-09
None,Montpellier,FRA,2,1547.06237793,2005-05-28,2005-07-29
None,Chateauroux,FRA,2,1546.54833984,2005-05-28,2005-07-29
None,Modena,ITA,2,1546.33850098,2005-06-12,2005-08-10
None,Boavista,POR,1,1543.84020996,2005-05-23,2005-08-10
None,Sedan,FRA,2,1543.00341797,2005-05-28,2005-08-01
None,Sigma Olomouc,CZE,1,1540.14807129,2005-05-29,2005-08-08
None,Preston,ENG,2,1539.93676758,2005-07-20,2005-07-26
None,Teplice,CZE,1,1537.15759277,2005-05-29,2005-08-07
None,Vitesse,NED,1,1536.52087402,2005-05-23,2005-08-10
None,Rubin Kazan,RUS,1,1536.51025391,2005-07-18,2005-07-23
None,Rio Ave,POR,1,1535.68566895,2005-05-23,2005-08-10
None,Kryliya Sovetov,RUS,1,1535.5345459,2005-07-18,2005-07-23
None,Dijon,FRA,2,1531.06762695,2005-05-28,2005-07-29
None,Dinamo Bucuresti,ROM,1,1530.97460938,2005-07-15,2005-07-27
None,Poli Ejido,ESP,2,1529.46325684,2005-06-18,2005-08-09
None,Brondby,DEN,1,1527.00292969,2005-07-21,2005-07-23
None,Leicester,ENG,2,1526.37768555,2005-07-20,2005-07-26
None,Rosenborg,NOR,1,1525.49633789,2005-07-15,2005-07-24
None,Nacional,POR,1,1524.49890137,2005-05-23,2005-08-10
None,Ciudad de Murcia,ESP,2,1524.14074707,2005-06-18,2005-08-09
None,Saturn Ramenskoje,RUS,1,1522.03601074,2005-07-18,2005-07-23
None,Almeria,ESP,2,1521.44677734,2005-06-19,2005-08-09
None,Slovacko,CZE,1,1520.3449707,2005-05-29,2005-08-07
None,Lorient,FRA,2,1520.12023926,2005-05-28,2005-07-29
None,Shinnik Jaroslawl,RUS,1,1519.6151123,2005-07-18,2005-07-23
None,Maccabi Haifa,ISR,1,1519.21911621,2005-05-28,2005-07-27
None,FC Moskva,RUS,1,1518.42272949,2005-07-17,2005-07-23
None,Young Boys,SUI,1,1515.92602539,2005-07-21,2005-07-26
None,Willem II,NED,1,1515.69458008,2005-05-23,2005-08-10
None,Waalwijk,NED,1,1515.3482666,2005-05-23,2005-08-10
None,Pasching,AUT,1,1515.06726074,2005-07-21,2005-07-23
None,Duisburg,GER,1,1514.27001953,2005-07-15,2005-07-28
None,Thun,SUI,1,1512.52185059,2005-07-17,2005-07-22
None,Djurgarden,SWE,1,1511.57067871,2005-07-19,2005-07-27
None,Denizlispor,TUR,1,1511.49914551,2005-05-30,2005-07-26
None,Elche,ESP,2,1511.20666504,2005-06-19,2005-08-09
None,Derby,ENG,2,1510.82214355,2005-07-20,2005-07-26
None,Leeds,ENG,2,1509.90869141,2005-07-20,2005-07-26
None,Belenenses,POR,1,1509.78405762,2005-05-23,2005-08-10
None,Aachen,GER,2,1509.4354248,2005-07-15,2005-07-28
None,Brest,FRA,2,1509.24035645,2005-05-28,2005-07-29
None,Fuerth,GER,2,1506.12463379,2005-07-15,2005-07-28
None,Grodzisk,POL,1,1505.50402832,2005-06-13,2005-07-27
None,Verona,ITA,2,1504.86352539,2005-06-12,2005-08-10
None,Grasshoppers,SUI,1,1504.73034668,2005-07-17,2005-07-24
None,Gil Vicente,POR,1,1504.33703613,2005-05-23,2005-08-10
None,Creteil,FRA,2,1503.6496582,2005-05-28,2005-07-29
None,Konyaspor,TUR,1,1503.40991211,2005-05-30,2005-07-26
None,Millwall,ENG,2,1502.95214844,2005-07-20,2005-07-26
None,Ferrol,ESP,2,1502.90344238,2005-06-19,2005-08-09
None,Rapid Bucuresti,ROM,1,1502.84240723,2005-07-15,2005-07-27
None,Debrecen,HUN,1,1502.65771484,2005-07-15,2005-07-27
None,Reading,ENG,2,1502.16906738,2005-07-20,2005-07-26
None,Valerenga,NOR,1,1500.90112305,2005-07-15,2005-07-23
None,Lleida,ESP,2,1500.58764648,2005-06-19,2005-08-09
None,Gaziantepspor,TUR,1,1499.85449219,2005-05-30,2005-07-26
None,Sheffield United,ENG,2,1499.6619873,2005-07-20,2005-07-26
None,Bari,ITA,2,1499.17797852,2005-06-12,2005-08-10
None,Castellon,ESP,2,1498.70581055,2005-07-02,2005-08-09
None,Hercules,ESP,2,1498.70581055,2005-07-02,2005-08-09
None,Lorca,ESP,2,1498.70581055,2005-07-02,2005-08-09
None,Real Madrid B,ESP,2,1498.70581055,2005-07-02,2005-08-09
None,Ternana,ITA,2,1497.12255859,2005-06-12,2005-08-10
None,Malaga B,ESP,2,1495.70068359,2005-06-19,2005-08-09
None,Jablonec,CZE,1,1494.64660645,2005-05-29,2005-08-07
None,Leiria,POR,1,1491.74047852,2005-05-23,2005-08-10
None,Utrecht,NED,1,1490.85070801,2005-05-23,2005-08-10
None,Setubal,POR,1,1489.9276123,2005-05-23,2005-08-10
None,Treviso,ITA,1,1489.64416504,2005-07-03,2005-08-10
None,Banik Ostrava,CZE,1,1488.97167969,2005-05-29,2005-08-08
None,Charleroi,BEL,1,1487.76513672,2005-05-22,2005-07-26
None,Ujpest,HUN,1,1487.11938477,2005-07-15,2005-07-27
None,M Petach Tikva,ISR,1,1486.48913574,2005-05-27,2005-07-27
None,Hajduk,CRO,1,1485.88122559,2005-05-29,2005-07-23
None,Crotone,ITA,2,1485.6484375,2005-06-12,2005-08-10
None,PAOK,GRE,1,1484.03955078,2005-05-26,2005-08-09
None,Amiens,FRA,2,1483.1607666,2005-05-28,2005-07-29
None,Aue,GER,2,1483.07019043,2005-07-15,2005-07-28
None,Malmoe,SWE,1,1483.02526855,2005-07-22,2005-07-27
None,Brann,NOR,1,1482.23156738,2005-07-15,2005-07-23
None,Academica,POR,1,1481.58862305,2005-05-23,2005-08-10
None,Cardiff,ENG,2,1481.57531738,2005-07-20,2005-07-26
None,Gent,BEL,1,1481.41418457,2005-05-22,2005-07-26
None,Catania,ITA,2,1480.99523926,2005-06-12,2005-08-10
None,Dnipro,UKR,1,1480.97741699,2005-07-18,2005-07-23
None,Grenoble,FRA,2,1479.83117676,2005-05-28,2005-07-29
None,Dynamo Moskva,RUS,1,1478.70837402,2005-07-18,2005-07-24
None,Freiburg,GER,2,1478.63903809,2005-07-15,2005-07-28
None,Groningen,NED,1,1477.1661377,2005-05-23,2005-08-10
None,Piacenza,ITA,2,1477.06872559,2005-06-12,2005-08-10
None,Zuerich,SUI,1,1476.78466797,2005-07-17,2005-07-24
None,Le Havre,FRA,2,1475.77856445,2005-05-28,2005-07-29
None,Sturm Graz,AUT,1,1474.78857422,2005-07-21,2005-07-23
None,Ankaraspor,TUR,1,1474.47570801,2005-05-30,2005-07-26
None,Ascoli,ITA,1,1472.48620605,2005-07-03,2005-08-10
None,Malatyaspor,TUR,1,1471.84399414,2005-05-30,2005-07-26
None,Viking,NOR,1,1471.73999023,2005-07-15,2005-07-24
None,Nijmegen,NED,1,1471.3380127,2005-05-23,2005-08-10
None,Laval,FRA,2,1471.33740234,2005-05-28,2005-07-29
None,Penafiel,POR,1,1469.11364746,2005-05-23,2005-08-10
None,Stoke,ENG,2,1468.67602539,2005-07-20,2005-07-26
None,Gueugnon,FRA,2,1468.28442383,2005-05-28,2005-07-29
None,Albinoleffe,ITA,2,1468.11206055,2005-06-12,2005-08-10
None,Dinamo Zagreb,CRO,1,1465.79418945,2005-05-29,2005-07-23
None,FC Kobenhavn,DEN,1,1465.61645508,2005-07-21,2005-07-24
None,Coventry,ENG,2,1462.55541992,2005-07-20,2005-07-26
None,Burnley,ENG,2,1459.94580078,2005-07-20,2005-07-26
None,Breda,NED,1,1458.6842041,2005-05-23,2005-08-10
None,QPR,ENG,2,1458.4642334,2005-07-20,2005-07-26
None,Karlsruhe,GER,2,1457.7409668,2005-07-15,2005-07-28
