Rank,Club,Country,Level,Elo,From,To
1,Real Madrid,ESP,1,2077.10205078,2016-05-29,2016-08-17
2,Barcelona,ESP,1,2062.78027344,2016-05-19,2016-08-17
3,Bayern,GER,1,2009.86755371,2016-05-15,2016-07-28
4,Atletico,ESP,1,2003.70068359,2016-05-29,2016-08-04
5,Juventus,ITA,1,1922.76281738,2016-05-15,2016-07-28
6,Paris SG,FRA,1,1890.46801758,2016-05-15,2016-07-27
7,Dortmund,GER,1,1864.69580078,2016-05-15,2016-07-28
8,Man City,ENG,1,1851.03735352,2016-05-19,2016-07-28
9,Bilbao,ESP,1,1846.97961426,2016-05-19,2016-08-17
10,Arsenal,ENG,1,1842.55285645,2016-05-19,2016-07-28
11,Benfica,POR,1,1834.37658691,2016-05-16,2016-07-28
12,Sevilla,ESP,1,1823.40673828,2016-05-19,2016-08-17
13,Leicester,ENG,1,1814.13464355,2016-05-19,2016-07-28
14,Villarreal,ESP,1,1810.8782959,2016-05-19,2016-08-04
15,Napoli,ITA,1,1808.05212402,2016-05-19,2016-07-28
16,Tottenham,ENG,1,1806.72412109,2016-05-19,2016-07-28
17,Leverkusen,GER,1,1805.39440918,2016-05-19,2016-07-28
18,Roma,ITA,1,1804.72558594,2016-05-19,2016-07-28
19,Liverpool,ENG,1,1802.69055176,2016-05-19,2016-07-28
20,Chelsea,ENG,1,1795.67993164,2016-05-19,2016-07-28
21,Man United,ENG,1,1791.21789551,2016-05-19,2016-07-28
22,Celta,ESP,1,1786.20581055,2016-05-19,2016-08-17
23,Gladbach,GER,1,1782.83044434,2016-05-19,2016-07-26
24,Southampton,ENG,1,1780.99450684,2016-05-19,2016-07-23
25,Dynamo Kyiv,UKR,1,1779.61010742,2016-05-15,2016-07-23
26,Shakhtar,UKR,1,1769.60571289,2016-05-16,2016-07-22
27,Valencia,ESP,1,1762.06274414,2016-05-19,2016-08-03
28,Sociedad,ESP,1,1761.91564941,2016-05-19,2016-08-03
29,Malaga,ESP,1,1755.95996094,2016-05-19,2016-08-03
30,Zenit,RUS,1,1752.4597168,2016-05-22,2016-07-26
31,Sporting,POR,1,1749.7677002,2016-05-22,2016-07-28
32,PSV,NED,1,1737.1484375,2016-05-16,2016-07-26
33,CSKA Moskva,RUS,1,1735.45812988,2016-05-22,2016-07-26
34,Wolfsburg,GER,1,1728.18078613,2016-05-19,2016-07-28
35,West Ham,ENG,1,1726.40673828,2016-05-19,2016-07-28
36,Porto,POR,1,1720.54943848,2016-05-15,2016-07-28
37,Schalke,GER,1,1717.84082031,2016-05-15,2016-07-28
38,Betis,ESP,1,1714.3840332,2016-07-22,2016-08-03
39,Olympiakos,GRE,1,1711.86010742,2016-07-22,2016-07-26
40,FC Krasnodar,RUS,1,1708.60620117,2016-07-15,2016-07-26
41,Las Palmas,ESP,1,1707.25109863,2016-07-15,2016-07-26
42,Rayo Vallecano,ESP,2,1704.1763916,2016-07-02,2016-08-03
43,Mainz,GER,1,1703.5378418,2016-05-19,2016-07-28
44,Lyon,FRA,1,1701.89733887,2016-05-26,2016-07-27
45,Fiorentina,ITA,1,1700.77258301,2016-05-26,2016-07-27
46,Espanyol,ESP,1,1699.39038086,2016-05-26,2016-07-28
47,Everton,ENG,1,1697.65905762,2016-05-26,2016-07-28
48,Inter,ITA,1,1696.30249023,2016-05-26,2016-07-28
49,Gijon,ESP,1,1696.05493164,2016-05-26,2016-08-03
50,Depor,ESP,1,1695.8236084,2016-05-26,2016-08-03
51,Ajax,NED,1,1691.40441895,2016-05-26,2016-07-26
52,Granada,ESP,1,1691.3659668,2016-05-26,2016-07-26
53,Swansea,ENG,1,1690.52783203,2016-05-26,2016-07-26
54,Basel,SUI,1,1685.59179688,2016-07-22,2016-07-24
55,Stoke,ENG,1,1684.28295898,2016-05-19,2016-07-26
56,Sparta Praha,CZE,1,1681.05187988,2016-07-22,2016-07-26
57,Monaco,FRA,1,1680.49755859,2016-07-22,2016-07-26
58,Lazio,ITA,1,1679.94995117,2016-07-22,2016-07-26
59,Koeln,GER,1,1672.3638916,2016-06-19,2016-07-26
60,Lille,FRA,1,1670.91638184,2016-06-19,2016-07-27
61,Milan,ITA,1,1670.71691895,2016-06-19,2016-07-27
62,Eibar,ESP,1,1666.54638672,2016-06-19,2016-07-24
63,Sassuolo,ITA,1,1665.8671875,2016-06-19,2016-07-24
64,Salzburg,AUT,1,1664.26611328,2016-07-22,2016-07-23
65,Hertha,GER,1,1664.05407715,2016-07-22,2016-07-23
66,Dnipro,UKR,1,1662.28857422,2016-07-21,2016-07-23
67,Girona,ESP,2,1658.69055176,2016-07-22,2016-07-23
68,Sunderland,ENG,1,1658.02783203,2016-07-22,2016-07-23
69,Augsburg,GER,1,1657.6192627,2016-07-22,2016-07-23
70,Rostov,RUS,1,1657.48132324,2016-07-22,2016-07-23
71,Getafe,ESP,2,1657.23278809,2016-07-22,2016-07-23
72,Werder,GER,1,1654.84631348,2016-07-22,2016-07-23
73,Brugge,BEL,1,1653.52392578,2016-07-22,2016-07-23
74,Freiburg,GER,1,1651.20947266,2016-07-08,2016-07-23
75,Fenerbahce,TUR,1,1650.90100098,2016-07-22,2016-07-23
76,Levante,ESP,2,1649.49926758,2016-07-22,2016-07-23
77,Viktoria Plzen,CZE,1,1649.18713379,2016-07-22,2016-07-23
78,Besiktas,TUR,1,1648.60205078,2016-07-22,2016-07-26
79,Hamburg,GER,1,1648.26477051,2016-07-22,2016-07-26
80,West Brom,ENG,1,1647.94946289,2016-07-22,2016-07-26
81,Leganes,ESP,1,1647.66015625,2016-07-22,2016-07-26
82,Saint-Etienne,FRA,1,1645.06323242,2016-07-22,2016-07-26
83,Nice,FRA,1,1644.10058594,2016-07-22,2016-07-26
84,Hoffenheim,GER,1,1644.03137207,2016-07-22,2016-07-26
85,Burnley,ENG,1,1639.41064453,2016-07-02,2016-07-28
86,Frankfurt,GER,1,1637.41149902,2016-06-05,2016-07-28
87,Crystal Palace,ENG,1,1636.24084473,2016-06-09,2016-07-28
88,Osasuna,ESP,1,1633.47143555,2016-07-02,2016-07-30
89,Newcastle,ENG,2,1630.06311035,2016-07-02,2016-07-28
90,Alaves,ESP,1,1628.29541016,2016-07-02,2016-07-28
91,Watford,ENG,1,1626.34997559,2016-06-19,2016-07-28
92,Torino,ITA,1,1624.56323242,2016-06-19,2016-07-28
93,Genoa,ITA,1,1623.10888672,2016-06-19,2016-07-28
94,Bournemouth,ENG,1,1622.36291504,2016-06-19,2016-07-28
95,Marseille,FRA,1,1622.02380371,2016-06-19,2016-07-27
96,Dinamo Zagreb,CRO,1,1619.26208496,2016-07-22,2016-07-26
97,Spartak Moskva,RUS,1,1616.00109863,2016-07-22,2016-07-26
98,Tarragona,ESP,2,1615.80651855,2016-07-22,2016-07-26
99,Chievo,ITA,1,1612.01000977,2016-06-12,2016-07-26
100,Anderlecht,BEL,1,1607.61730957,2016-07-22,2016-07-23
None,Lok Moskva,RUS,1,1606.34179688,2016-07-13,2016-07-26
None,Montpellier,FRA,1,1602.78088379,2016-05-15,2016-07-27
None,Ingolstadt,GER,1,1602.07763672,2016-05-15,2016-07-28
None,Zaragoza,ESP,2,1601.34960938,2016-06-05,2016-08-17
None,Young Boys,SUI,1,1601.18579102,2016-07-22,2016-07-23
None,Stuttgart,GER,2,1598.49157715,2016-07-02,2016-07-28
None,Middlesbrough,ENG,1,1597.4543457,2016-07-02,2016-07-28
None,Alcorcon,ESP,2,1596.55725098,2016-06-05,2016-08-17
None,Elche,ESP,2,1595.67077637,2016-06-05,2016-08-17
None,Hull,ENG,1,1591.54003906,2016-07-02,2016-07-28
None,Braga,POR,1,1589.68188477,2016-05-16,2016-07-28
None,Atalanta,ITA,1,1589.27746582,2016-05-16,2016-07-28
None,Rapid Wien,AUT,1,1588.84460449,2016-07-22,2016-07-23
None,Numancia,ESP,2,1588.07409668,2016-06-05,2016-08-17
None,Cordoba,ESP,2,1585.66442871,2016-06-13,2016-08-17
None,Empoli,ITA,1,1583.76806641,2016-05-16,2016-07-28
None,Bordeaux,FRA,1,1583.35791016,2016-05-15,2016-07-27
None,Almeria,ESP,2,1582.89160156,2016-06-05,2016-08-17
None,Norwich,ENG,2,1581.64257812,2016-07-02,2016-07-28
None,Terek Grozny,RUS,1,1581.01293945,2016-05-22,2016-07-26
None,Darmstadt,GER,1,1578.86132812,2016-05-15,2016-07-28
None,Zorya,UKR,1,1575.35314941,2016-05-16,2016-07-24
None,Rennes,FRA,1,1574.16577148,2016-05-15,2016-07-27
None,Gent,BEL,1,1572.4284668,2016-07-22,2016-07-26
None,Nuernberg,GER,2,1571.43469238,2016-05-24,2016-07-28
None,Sampdoria,ITA,1,1570.34216309,2016-05-15,2016-07-28
None,BATE,BLR,1,1569.09814453,2016-07-22,2016-07-26
None,Rubin Kazan,RUS,1,1568.99963379,2016-05-22,2016-07-26
None,Huesca,ESP,2,1568.98828125,2016-06-05,2016-08-17
None,Bastia,FRA,1,1566.31628418,2016-05-15,2016-07-27
None,Hannover,GER,2,1565.7791748,2016-07-02,2016-07-28
None,Palermo,ITA,1,1565.54443359,2016-05-16,2016-07-28
None,Caen,FRA,1,1564.2331543,2016-05-15,2016-07-27
None,Brighton,ENG,2,1562.50256348,2016-05-19,2016-07-28
None,Valladolid,ESP,2,1561.1953125,2016-06-05,2016-08-17
None,Tenerife,ESP,2,1560.09790039,2016-06-05,2016-08-17
None,Guingamp,FRA,1,1557.72900391,2016-05-15,2016-07-27
None,FC Kobenhavn,DEN,1,1557.49633789,2016-07-22,2016-07-23
None,Toulouse,FRA,1,1555.57458496,2016-05-15,2016-07-27
None,Alkmaar,NED,1,1552.87402344,2016-05-09,2016-07-26
None,Galatasaray,TUR,1,1551.42895508,2016-07-22,2016-07-27
None,Luzern,SUI,1,1549.75549316,2016-07-22,2016-07-23
None,Angers,FRA,1,1549.66638184,2016-05-15,2016-07-27
None,Cagliari,ITA,1,1549.40734863,2016-07-02,2016-07-28
None,M Tel Aviv,ISR,1,1549.40637207,2016-07-22,2016-07-27
None,Astra,ROM,1,1549.37390137,2016-07-22,2016-07-23
None,Rosenborg,NOR,1,1548.62634277,2016-07-22,2016-07-23
None,Bologna,ITA,1,1547.48510742,2016-05-16,2016-07-28
None,Konyaspor,TUR,1,1547.16906738,2016-07-22,2016-07-27
None,Carpi,ITA,2,1546.99694824,2016-07-02,2016-07-28
None,RB Leipzig,GER,1,1546.43994141,2016-07-02,2016-07-28
None,Nancy,FRA,1,1545.9576416,2016-07-02,2016-07-27
None,Feyenoord,NED,1,1545.11523438,2016-05-09,2016-07-26
None,Mallorca,ESP,2,1544.18786621,2016-06-05,2016-08-17
None,Rijeka,CRO,1,1543.90893555,2016-07-22,2016-07-22
None,Bueyueksehir,TUR,1,1543.31005859,2016-07-22,2016-07-27
None,Udinese,ITA,1,1542.88757324,2016-05-16,2016-07-28
None,Panathinaikos,GRE,1,1541.83666992,2016-07-22,2016-07-26
None,Nantes,FRA,1,1541.78649902,2016-05-15,2016-07-27
None,Lorient,FRA,1,1541.7677002,2016-05-15,2016-07-27
None,Derby,ENG,2,1541.16870117,2016-05-19,2016-07-28
None,Sheffield Weds,ENG,2,1539.60339355,2016-05-29,2016-07-28
