Rank,Club,Country,Level,Elo,From,To
1,Real Madrid,ESP,1,1923.41748047,2001-06-18,2001-08-08
2,Valencia,ESP,1,1895.93457031,2001-06-18,2001-08-08
3,Mallorca,ESP,1,1892.35803223,2001-06-18,2001-08-08
4,Depor,ESP,1,1883.2322998,2001-07-29,2001-08-08
5,Bayern,GER,1,1873.25622559,2001-07-29,2001-08-04
6,Man United,ENG,1,1873.11169434,2001-06-11,2001-08-08
7,Liverpool,ENG,1,1872.5246582,2001-06-11,2001-08-08
8,Barcelona,ESP,1,1866.79626465,2001-06-18,2001-08-08
9,Juventus,ITA,1,1864.14489746,2001-06-18,2001-08-08
10,Lazio,ITA,1,1857.61694336,2001-06-18,2001-08-08
11,Celta,ESP,1,1841.83007812,2001-06-18,2001-08-08
12,Leeds,ENG,1,1840.6060791,2001-06-11,2001-08-08
13,Roma,ITA,1,1839.32092285,2001-06-18,2001-08-08
14,Arsenal,ENG,1,1817.45812988,2001-05-24,2001-08-08
15,Lyon,FRA,1,1801.75439453,2001-07-29,2001-08-04
16,Chelsea,ENG,1,1791.65625,2001-06-18,2001-08-08
17,Alaves,ESP,1,1789.07312012,2001-06-18,2001-08-08
18,Malaga,ESP,1,1788.75964355,2001-06-18,2001-08-08
19,Olympiakos,GRE,1,1786.23950195,2001-06-18,2001-08-08
20,Espanyol,ESP,1,1778.97680664,2001-06-18,2001-08-08
21,Zaragoza,ESP,1,1778.17541504,2001-07-28,2001-08-08
22,Sociedad,ESP,1,1774.39794922,2001-07-28,2001-08-08
23,Villarreal,ESP,1,1773.80175781,2001-07-28,2001-08-08
24,Milan,ITA,1,1770.12438965,2001-07-28,2001-08-08
25,Nantes,FRA,1,1769.78869629,2001-07-28,2001-08-04
26,PSV,NED,1,1764.73864746,2001-06-18,2001-08-07
27,Parma,ITA,1,1764.15002441,2001-06-18,2001-08-07
28,Bordeaux,FRA,1,1757.55932617,2001-07-28,2001-08-03
29,Schalke,GER,1,1757.04492188,2001-07-28,2001-08-04
30,Dynamo Kyiv,UKR,1,1756.11535645,2001-08-01,2001-08-07
31,Leverkusen,GER,1,1752.66467285,2001-07-29,2001-08-04
32,Valladolid,ESP,1,1748.79321289,2001-07-29,2001-08-04
33,Dortmund,GER,1,1742.59118652,2001-07-29,2001-08-04
34,Santander,ESP,2,1742.48583984,2001-07-29,2001-08-08
35,Ipswich,ENG,1,1741.00292969,2001-07-29,2001-08-08
36,Freiburg,GER,1,1735.23620605,2001-07-29,2001-08-05
37,Sunderland,ENG,1,1729.95019531,2001-07-29,2001-08-04
38,Anderlecht,BEL,1,1729.87036133,2001-07-29,2001-08-01
39,Bilbao,ESP,1,1728.31030273,2001-07-29,2001-08-04
40,Lille,FRA,1,1726.73156738,2001-07-29,2001-08-04
41,Oviedo,ESP,2,1726.46203613,2001-07-29,2001-08-05
42,Rayo Vallecano,ESP,1,1726.25,2001-07-29,2001-08-05
43,Porto,POR,1,1725.82299805,2001-07-29,2001-08-01
44,Inter,ITA,1,1724.23999023,2001-07-29,2001-08-05
