Rank,Club,Country,Level,Elo,From,To
1,Man United,ENG,1,2028.1776123,2008-07-18,2008-07-31
2,Chelsea,ENG,1,2017.49279785,2008-07-18,2008-07-31
3,Liverpool,ENG,1,1961.07434082,2008-07-18,2008-07-31
4,Arsenal,ENG,1,1943.64758301,2008-07-18,2008-07-31
5,Real Madrid,ESP,1,1933.16711426,2008-05-19,2008-08-13
6,Villarreal,ESP,1,1894.02770996,2008-05-19,2008-08-12
7,Inter,ITA,1,1893.94946289,2008-05-19,2008-08-12
8,Barcelona,ESP,1,1892.29309082,2008-05-19,2008-08-13
9,Sevilla,ESP,1,1887.80285645,2008-05-19,2008-08-13
10,Roma,ITA,1,1870.59484863,2008-05-19,2008-08-12
11,Everton,ENG,1,1849.53405762,2008-07-18,2008-07-31
12,Mallorca,ESP,1,1828.28234863,2008-05-19,2008-08-13
13,Juventus,ITA,1,1826.49169922,2008-05-18,2008-08-12
14,Milan,ITA,1,1823.23901367,2008-05-19,2008-08-12
15,Atletico,ESP,1,1821.80371094,2008-05-19,2008-08-13
16,Bayern,GER,1,1815.95080566,2008-07-18,2008-07-31
17,Lyon,FRA,1,1815.65100098,2008-07-18,2008-08-10
18,Porto,POR,1,1814.98059082,2008-05-18,2008-08-13
19,Aston Villa,ENG,1,1800.69482422,2008-07-18,2008-07-31
20,Fiorentina,ITA,1,1784.03283691,2008-05-19,2008-08-12
21,Depor,ESP,1,1777.66357422,2008-05-19,2008-08-13
22,Schalke,GER,1,1777.31274414,2008-07-18,2008-07-31
23,Werder,GER,1,1776.98608398,2008-07-18,2008-07-31
24,Santander,ESP,1,1775.87109375,2008-05-19,2008-08-13
25,Tottenham,ENG,1,1774.3692627,2008-07-18,2008-07-31
26,Blackburn,ENG,1,1771.83312988,2008-07-18,2008-07-31
27,Getafe,ESP,1,1769.00561523,2008-07-10,2008-08-13
28,Portsmouth,ENG,1,1762.59643555,2008-07-18,2008-07-31
29,Zenit,RUS,1,1758.25695801,2008-07-20,2008-07-23
30,Valencia,ESP,1,1756.79943848,2008-07-20,2008-07-23
31,Bordeaux,FRA,1,1754.76037598,2008-07-20,2008-07-23
32,Bilbao,ESP,1,1754.58081055,2008-07-20,2008-07-23
33,Betis,ESP,1,1744.92260742,2008-05-19,2008-07-26
34,Almeria,ESP,1,1741.51867676,2008-05-19,2008-07-26
35,Zaragoza,ESP,2,1737.37304688,2008-07-02,2008-08-10
36,Middlesbrough,ENG,1,1733.80407715,2008-07-18,2008-07-31
37,Osasuna,ESP,1,1732.21105957,2008-05-19,2008-08-10
38,Recreativo,ESP,1,1729.37963867,2008-05-19,2008-08-10
39,Valladolid,ESP,1,1724.56237793,2008-05-19,2008-08-06
40,Newcastle,ENG,1,1722.63208008,2008-07-18,2008-07-30
41,Fenerbahce,TUR,1,1721.07702637,2008-05-19,2008-07-30
42,Man City,ENG,1,1720.85534668,2008-07-18,2008-07-31
43,Olympiakos,GRE,1,1719.94360352,2008-05-19,2008-07-30
44,Bolton,ENG,1,1719.41589355,2008-07-18,2008-07-31
45,Espanyol,ESP,1,1717.45837402,2008-05-19,2008-08-13
46,Marseille,FRA,1,1715.36779785,2008-05-18,2008-08-09
47,West Ham,ENG,1,1714.42272949,2008-07-18,2008-07-31
48,Sporting,POR,1,1713.48461914,2008-05-23,2008-08-13
49,Hamburg,GER,1,1712.58911133,2008-07-18,2008-07-31
50,Sampdoria,ITA,1,1707.47912598,2008-05-23,2008-08-12
51,Benfica,POR,1,1704.27282715,2008-05-23,2008-08-12
52,Lazio,ITA,1,1703.2635498,2008-05-23,2008-08-12
53,Celtic,SCO,1,1698.67749023,2008-05-23,2008-07-30
54,Rangers,SCO,1,1696.953125,2008-07-07,2008-07-30
55,Lille,FRA,1,1696.09973145,2008-07-07,2008-07-30
56,Wigan,ENG,1,1692.05639648,2008-07-18,2008-07-31
57,Leverkusen,GER,1,1691.82836914,2008-07-18,2008-07-31
58,Galatasaray,TUR,1,1690.53588867,2008-07-07,2008-07-30
59,PSV,NED,1,1685.57592773,2008-07-07,2008-08-05
60,Stuttgart,GER,1,1685.23547363,2008-07-18,2008-07-31
61,Fulham,ENG,1,1683.31262207,2008-07-18,2008-07-31
62,Panathinaikos,GRE,1,1678.51452637,2008-07-13,2008-07-30
63,Reading,ENG,2,1678.10913086,2008-07-18,2008-07-31
64,Saint-Etienne,FRA,1,1677.00756836,2008-07-13,2008-08-05
65,Wolfsburg,GER,1,1676.45495605,2008-07-18,2008-07-31
66,Rennes,FRA,1,1672.0333252,2008-07-13,2008-08-05
67,Sociedad,ESP,2,1670.59729004,2008-07-13,2008-08-05
68,Sunderland,ENG,1,1669.41149902,2008-07-18,2008-07-31
69,Birmingham,ENG,2,1668.01318359,2008-07-18,2008-07-31
70,Ajax,NED,1,1661.60900879,2008-07-13,2008-08-02
71,Nice,FRA,1,1659.37939453,2008-07-13,2008-07-27
72,Nancy,FRA,1,1658.42419434,2008-07-13,2008-07-27
73,Spartak Moskva,RUS,1,1656.45361328,2008-07-20,2008-07-27
74,Udinese,ITA,1,1656.34631348,2008-06-09,2008-08-05
75,Siena,ITA,1,1654.82971191,2008-06-09,2008-07-30
76,Besiktas,TUR,1,1654.73303223,2008-07-21,2008-07-30
77,Lecce,ITA,1,1652.21203613,2008-07-21,2008-08-09
78,Chievo,ITA,1,1651.69799805,2008-07-21,2008-07-29
79,AEK,GRE,1,1648.8848877,2008-07-21,2008-07-25
80,Napoli,ITA,1,1647.47363281,2008-07-21,2008-07-25
81,Atalanta,ITA,1,1646.55761719,2008-07-21,2008-07-25
