Rank,Club,Country,Level,Elo,From,To
1,Bayern,GER,1,2069.57080078,2013-05-26,2013-08-01
2,Barcelona,ESP,1,2038.83691406,2013-06-02,2013-08-01
3,Real Madrid,ESP,1,2021.36218262,2013-06-02,2013-08-01
4,Dortmund,GER,1,1948.2043457,2013-05-26,2013-08-01
5,Man United,ENG,1,1908.71166992,2013-05-20,2013-08-01
6,Porto,POR,1,1886.7611084,2013-05-20,2013-08-01
7,Chelsea,ENG,1,1884.5333252,2013-05-20,2013-08-01
8,Man City,ENG,1,1864.78564453,2013-05-20,2013-08-01
9,Benfica,POR,1,1862.56176758,2013-05-20,2013-08-01
10,Arsenal,ENG,1,1844.22961426,2013-05-20,2013-08-01
11,Paris SG,FRA,1,1842.27441406,2013-07-31,2013-08-01
12,Leverkusen,GER,1,1834.73217773,2013-05-19,2013-08-01
13,Atletico,ESP,1,1834.46044922,2013-06-02,2013-08-01
14,Juventus,ITA,1,1829.15844727,2013-06-02,2013-08-01
15,Tottenham,ENG,1,1828.79443359,2013-06-02,2013-08-01
16,Shakhtar,UKR,1,1821.03955078,2013-07-31,2013-08-01
17,Valencia,ESP,1,1820.26721191,2013-07-31,2013-08-01
18,Sociedad,ESP,1,1802.97009277,2013-06-02,2013-08-01
19,Schalke,GER,1,1788.55224609,2013-05-20,2013-08-01
20,Everton,ENG,1,1788.06201172,2013-05-20,2013-08-01
21,Liverpool,ENG,1,1782.26953125,2013-05-20,2013-08-01
22,Milan,ITA,1,1778.6619873,2013-05-20,2013-08-01
23,Malaga,ESP,1,1760.33447266,2013-07-22,2013-08-01
24,Zenit,RUS,1,1756.32714844,2013-07-31,2013-08-01
25,Freiburg,GER,1,1739.67041016,2013-05-19,2013-08-01
26,Gladbach,GER,1,1735.86376953,2013-05-19,2013-08-01
27,Wolfsburg,GER,1,1732.64147949,2013-07-26,2013-08-01
28,Betis,ESP,1,1732.55554199,2013-07-26,2013-08-01
29,Sevilla,ESP,1,1731.11206055,2013-07-26,2013-08-01
30,Napoli,ITA,1,1726.28051758,2013-07-26,2013-08-01
31,Metalist,UKR,1,1725.9786377,2013-07-31,2013-08-01
32,Ajax,NED,1,1725.9354248,2013-07-31,2013-08-01
33,Galatasaray,TUR,1,1721.91137695,2013-08-01,2013-08-01
34,Hannover,GER,1,1721.49194336,2013-08-01,2013-08-01
35,Lille,FRA,1,1719.03149414,2013-07-31,2013-08-01
36,Lyon,FRA,1,1718.8236084,2013-07-31,2013-08-01
37,Olympiakos,GRE,1,1711.46362305,2013-07-31,2013-08-01
38,Nuernberg,GER,1,1709.98242188,2013-07-26,2013-08-01
39,CSKA Moskva,RUS,1,1708.87683105,2013-07-31,2013-08-01
40,Frankfurt,GER,1,1705.3067627,2013-07-22,2013-08-01
41,Mainz,GER,1,1705.03796387,2013-07-22,2013-08-01
42,Rubin Kazan,RUS,1,1704.16235352,2013-07-31,2013-08-01
43,Hamburg,GER,1,1703.86340332,2013-07-31,2013-08-01
44,Udinese,ITA,1,1702.99511719,2013-07-29,2013-08-01
45,Saint-Etienne,FRA,1,1700.48925781,2013-07-31,2013-08-01
46,Fiorentina,ITA,1,1695.51904297,2013-06-02,2013-08-01
47,Espanyol,ESP,1,1695.39892578,2013-06-02,2013-08-01
48,Spartak Moskva,RUS,1,1694.03173828,2013-07-31,2013-08-01
49,Villarreal,ESP,1,1690.96447754,2013-07-28,2013-08-01
50,Stuttgart,GER,1,1690.64245605,2013-07-28,2013-08-01
51,Hertha,GER,1,1688.25170898,2013-07-28,2013-08-01
52,Fenerbahce,TUR,1,1687.57971191,2013-08-01,2013-08-01
53,Bilbao,ESP,1,1683.34228516,2013-07-28,2013-08-01
54,Osasuna,ESP,1,1681.58032227,2013-07-28,2013-08-01
55,Dynamo Kyiv,UKR,1,1680.8626709,2013-07-31,2013-08-01
56,Lazio,ITA,1,1677.81262207,2013-07-28,2013-08-01
57,Basel,SUI,1,1676.07678223,2013-07-31,2013-08-01
58,Levante,ESP,1,1675.90966797,2013-07-31,2013-08-01
59,Marseille,FRA,1,1675.40698242,2013-07-31,2013-08-01
60,Viktoria Plzen,CZE,1,1675.34289551,2013-07-31,2013-08-01
61,Bordeaux,FRA,1,1674.68859863,2013-07-31,2013-08-01
62,Getafe,ESP,1,1673.47192383,2013-07-31,2013-08-01
63,Rayo Vallecano,ESP,1,1672.94055176,2013-07-29,2013-08-01
64,Depor,ESP,2,1667.36096191,2013-07-29,2013-08-01
65,Roma,ITA,1,1665.46032715,2013-07-31,2013-08-01
66,West Brom,ENG,1,1664.62927246,2013-07-31,2013-08-01
67,Nice,FRA,1,1664.59411621,2013-07-31,2013-08-01
68,Anderlecht,BEL,1,1662.640625,2013-07-31,2013-08-01
69,Augsburg,GER,1,1662.44396973,2013-07-20,2013-08-01
70,Newcastle,ENG,1,1661.50488281,2013-07-20,2013-08-01
71,Valladolid,ESP,1,1661.40319824,2013-07-20,2013-08-01
72,Hoffenheim,GER,1,1661.39318848,2013-07-20,2013-08-01
73,Granada,ESP,1,1660.96435547,2013-07-28,2013-08-01
74,Kuban,RUS,1,1660.20300293,2013-07-31,2013-08-01
75,Almeria,ESP,1,1660.19445801,2013-07-31,2013-08-01
76,Fulham,ENG,1,1659.09155273,2013-07-28,2013-08-01
77,Mallorca,ESP,2,1658.94604492,2013-07-29,2013-08-01
78,West Ham,ENG,1,1657.51696777,2013-07-29,2013-08-01
79,PSV,NED,1,1657.01965332,2013-07-31,2013-08-01
80,Anzhi,RUS,1,1656.97033691,2013-07-31,2013-08-01
81,Werder,GER,1,1654.76171875,2013-07-31,2013-08-01
82,Celta,ESP,1,1654.33789062,2013-07-31,2013-08-01
83,Swansea,ENG,1,1654.31884766,2013-07-31,2013-08-01
84,Aston Villa,ENG,1,1652.21276855,2013-07-31,2013-08-01
85,Norwich,ENG,1,1646.39819336,2013-07-28,2013-08-01
86,Dynamo Moskva,RUS,1,1645.78881836,2013-07-31,2013-08-01
87,Stoke,ENG,1,1641.90490723,2013-07-19,2013-08-01
88,Braga,POR,1,1640.76745605,2013-07-19,2013-08-01
89,Sunderland,ENG,1,1639.96472168,2013-07-19,2013-08-01
90,Montpellier,FRA,1,1639.37268066,2013-07-31,2013-08-01
91,Zaragoza,ESP,2,1632.50842285,2013-07-28,2013-08-01
92,Steaua,ROM,1,1631.07189941,2013-07-31,2013-08-01
93,Toulouse,FRA,1,1628.14990234,2013-07-31,2013-08-01
94,Southampton,ENG,1,1626.90161133,2013-07-28,2013-08-01
95,Catania,ITA,1,1625.56530762,2013-07-28,2013-08-01
96,Wigan,ENG,2,1624.94543457,2013-07-28,2013-08-01
97,Sparta Praha,CZE,1,1620.63134766,2013-07-31,2013-08-01
98,Sporting,POR,1,1619.70031738,2013-07-31,2013-08-01
99,Brugge,BEL,1,1616.84436035,2013-07-31,2013-08-01
100,Dnipro,UKR,1,1616.67956543,2013-07-31,2013-08-01
None,Inter,ITA,1,1615.18164062,2013-07-31,2013-08-01
None,Elche,ESP,1,1614.94104004,2013-07-02,2013-08-01
None,Parma,ITA,1,1612.50952148,2013-05-20,2013-08-01
None,Duesseldorf,GER,2,1611.99377441,2013-07-29,2013-08-01
None,Lok Moskva,RUS,1,1611.16662598,2013-07-31,2013-08-01
None,Lorient,FRA,1,1607.3717041,2013-07-31,2013-08-01
None,Salzburg,AUT,1,1605.40441895,2013-08-01,2013-08-01
None,Fuerth,GER,2,1604.65258789,2013-07-27,2013-08-01
None,Feyenoord,NED,1,1602.12866211,2013-07-31,2013-08-01
None,Lautern,GER,2,1600.18896484,2013-07-27,2013-08-01
None,Besiktas,TUR,1,1597.40979004,2013-08-01,2013-08-01
None,Cagliari,ITA,1,1596.0098877,2013-05-20,2013-08-01
None,Pacos Ferreira,POR,1,1596.00952148,2013-05-20,2013-08-01
None,Bursaspor,TUR,1,1595.15991211,2013-08-01,2013-08-01
None,Monaco,FRA,1,1594.85656738,2013-07-31,2013-08-01
None,Koeln,GER,2,1592.65966797,2013-07-29,2013-08-01
